REPORT_DATE;LOAD_TYPE;LOAD_WEIGHT;DROPOFF_SITE;ROUTE_TYPE;ROUTE_NUMBER;LOAD_ID
2019-03-15;RECYCLING - SINGLE STREAM;9640;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU53;818780
2019-03-15;RECYCLING - SINGLE STREAM;10693;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU52;818774
2019-03-15;YARD TRIMMING;5360;HORNSBY BEND;YARD TRIMMINGS;YBF00;818755
2019-03-15;RECYCLING - SINGLE STREAM;8780;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU50;818764
2019-03-15;RECYCLING - SINGLE STREAM;5793;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU52;818776
2019-03-15;SWEEPING;;ONION CREEK;STREET CLEANING-BLVD;SB46;818752
2019-03-15;SWEEPING;;ONION CREEK;STREET CLEANING-BLVD;SB103;818748
2019-03-15;RECYCLING - SINGLE STREAM;8440;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU51;818768
2019-03-15;RECYCLING - SINGLE STREAM;12000;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU10;818824
2019-03-15;RECYCLING - SINGLE STREAM;9020;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU10;818825
2019-03-15;GARBAGE COLLECTIONS;22760;TDS LANDFILL;GARBAGE COLLECTION;PAF66;818811
2019-03-15;GARBAGE COLLECTIONS;24380;TDS LANDFILL;GARBAGE COLLECTION;PAF61;818809
2019-03-15;YARD TRIMMING;17280;HORNSBY BEND;YARD TRIMMINGS;YF04;818822
2019-03-15;GARBAGE COLLECTIONS;23900;TDS LANDFILL;GARBAGE COLLECTION;PAF63;818810
2019-03-15;GARBAGE COLLECTIONS;8940;TDS LANDFILL;GARBAGE COLLECTION;PAF60;818808
2019-03-15;YARD TRIMMING;16020;HORNSBY BEND;YARD TRIMMINGS;YF01;818819
2019-03-15;YARD TRIMMING;18680;HORNSBY BEND;YARD TRIMMINGS;YF01;818818
2019-03-15;GARBAGE COLLECTIONS;7800;TDS LANDFILL;GARBAGE COLLECTION;PAF69;818812
2019-03-15;GARBAGE COLLECTIONS;7320;TDS LANDFILL;GARBAGE COLLECTION;PAF59;818877
2019-03-15;GARBAGE COLLECTIONS;16860;TDS LANDFILL;GARBAGE COLLECTION;PAF54;818871
2019-03-15;YARD TRIMMING;19100;HORNSBY BEND;YARD TRIMMINGS;YF06;818926
2019-03-15;RECYCLING - SINGLE STREAM;5840;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DF4;818925
2019-03-15;GARBAGE COLLECTIONS;19020;TDS LANDFILL;GARBAGE COLLECTION;PF20;818966
2019-03-15;GARBAGE COLLECTIONS;18760;TDS LANDFILL;GARBAGE COLLECTION;PAF01;818826
2019-03-15;RECYCLING - SINGLE STREAM;6060;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS35;818899
2019-03-15;YARD TRIMMING;18000;HORNSBY BEND;YARD TRIMMINGS;YF07;818933
2019-03-15;RECYCLING - SINGLE STREAM;12820;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU13;818837
2019-03-15;YARD TRIMMING;17920;HORNSBY BEND;YARD TRIMMINGS;YF09;818939
2019-03-15;RECYCLING - SINGLE STREAM;6300;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DF2;818919
2019-03-15;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S6-8;818946
2019-03-15;RECYCLING - SINGLE STREAM;14680;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS34;818890
2019-03-15;GARBAGE COLLECTIONS;12460;TDS LANDFILL;GARBAGE COLLECTION;PF23;818978
2019-03-15;GARBAGE COLLECTIONS;9780;TDS LANDFILL;GARBAGE COLLECTION;PF24;818980
2019-03-15;GARBAGE COLLECTIONS;10260;TDS LANDFILL;GARBAGE COLLECTION;PF21;818970
2019-03-15;RECYCLING - SINGLE STREAM;9600;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU12;818834
2019-03-15;GARBAGE COLLECTIONS;22920;TDS LANDFILL;GARBAGE COLLECTION;PAF03;818829
2019-03-15;GARBAGE COLLECTIONS;12500;TDS LANDFILL;GARBAGE COLLECTION;PAF10;818836
2019-03-15;GARBAGE COLLECTIONS;22280;TDS LANDFILL;GARBAGE COLLECTION;PAF62;819056
2019-03-15;GARBAGE COLLECTIONS;15900;TDS LANDFILL;GARBAGE COLLECTION;PF22;818974
2019-03-15;RECYCLING - SINGLE STREAM;10380;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU11;818828
2019-03-15;GARBAGE COLLECTIONS;8780;TDS LANDFILL;GARBAGE COLLECTION;PAF09;818833
2019-03-15;SWEEPING;12580;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;818948
2019-03-15;GARBAGE COLLECTIONS;24700;TDS LANDFILL;GARBAGE COLLECTION;PAF02;818827
2019-03-15;GARBAGE COLLECTIONS;21540;TDS LANDFILL;GARBAGE COLLECTION;PAF50;818856
2019-03-15;RECYCLING - SINGLE STREAM;6280;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DF4;818924
2019-03-15;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S6-8;818945
2019-03-15;GARBAGE COLLECTIONS;24240;TDS LANDFILL;GARBAGE COLLECTION;PAH73;818999
2019-03-15;RECYCLING - SINGLE STREAM;6200;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DF3;818921
2019-03-15;GARBAGE COLLECTIONS;16480;TDS LANDFILL;GARBAGE COLLECTION;PAF70;818993
2019-03-15;RECYCLING - SINGLE STREAM;7520;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU13;818838
2019-03-15;RECYCLING - SINGLE STREAM;14130;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS34;818878
2019-03-15;YARD TRIMMING;7080;HORNSBY BEND;YARD TRIMMINGS;YF09;818937
2019-03-15;RECYCLING - SINGLE STREAM;6320;BALCONES RECYCLING;RECYCLING DEAD END;DF5;818932
2019-03-15;RECYCLING - SINGLE STREAM;10000;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU11;818830
2019-03-15;GARBAGE COLLECTIONS;11580;TDS LANDFILL;GARBAGE COLLECTION;PAF56;818874
2019-03-15;YARD TRIMMING;5640;HORNSBY BEND;YARD TRIMMINGS;YF06;818927
2019-03-15;GARBAGE COLLECTIONS;12460;TDS LANDFILL;GARBAGE COLLECTION;PAF53;818868
2019-03-15;GARBAGE COLLECTIONS;22920;TDS LANDFILL;GARBAGE COLLECTION;PAF04;818831
2019-03-15;RECYCLING - SINGLE STREAM;11020;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU12;818832
2019-03-15;GARBAGE COLLECTIONS;19420;TDS LANDFILL;GARBAGE COLLECTION;PAF52;818864
2019-03-15;GARBAGE COLLECTIONS;22720;TDS LANDFILL;GARBAGE COLLECTION;PAF71;818997
2019-03-15;RECYCLING - SINGLE STREAM;4640;BALCONES RECYCLING;RECYCLING DEAD END;DF5;818934
2019-03-15;RECYCLING - SINGLE STREAM;15040;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS33;818873
2019-03-15;GARBAGE COLLECTIONS;7960;TDS LANDFILL;GARBAGE COLLECTION;PAF79;819001
2019-03-15;GARBAGE COLLECTIONS;19560;TDS LANDFILL;GARBAGE COLLECTION;PAF51;818861
2019-03-15;RECYCLING - SINGLE STREAM;12160;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS41;819193
2019-03-15;RECYCLING - SINGLE STREAM;5260;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU23;819182
2019-03-15;GARBAGE COLLECTIONS;14620;TDS LANDFILL;GARBAGE COLLECTION;PF33;819139
2019-03-15;DEAD ANIMAL;220;TDS LANDFILL;DEAD ANIMAL;DA01;819234
2019-03-15;GARBAGE COLLECTIONS;8720;TDS LANDFILL;GARBAGE COLLECTION;PF39;819145
2019-03-15;RECYCLING - SINGLE STREAM;4560;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU20;819172
2019-03-15;GARBAGE COLLECTIONS;13480;TDS LANDFILL;GARBAGE COLLECTION;PF32;819135
2019-03-15;GARBAGE COLLECTIONS;10320;TDS LANDFILL;GARBAGE COLLECTION;PAF88;819138
2019-03-15;RECYCLING - SINGLE STREAM;5640;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU20;819170
2019-03-15;GARBAGE COLLECTIONS;16360;TDS LANDFILL;GARBAGE COLLECTION;PAF60;819347
2019-03-15;GARBAGE COLLECTIONS;12720;TDS LANDFILL;GARBAGE COLLECTION;PF11;819238
2019-03-15;GARBAGE COLLECTIONS;17400;TDS LANDFILL;GARBAGE COLLECTION;PAF82;819123
2019-03-15;RECYCLING - SINGLE STREAM;12640;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU22;819179
2019-03-15;RECYCLING - SINGLE STREAM;12060;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS42;819198
2019-03-15;GARBAGE COLLECTIONS;14480;TDS LANDFILL;GARBAGE COLLECTION;PF13;819246
2019-03-15;RECYCLING - SINGLE STREAM;7100;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS41;819194
2019-03-15;GARBAGE COLLECTIONS;23860;TDS LANDFILL;GARBAGE COLLECTION;PAF81;819121
2019-03-15;RECYCLING - SINGLE STREAM;8800;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS42;819199
2019-03-15;GARBAGE COLLECTIONS;14340;TDS LANDFILL;GARBAGE COLLECTION;PAF83;819126
2019-03-15;GARBAGE COLLECTIONS;21300;TDS LANDFILL;GARBAGE COLLECTION;PF40;819166
2019-03-15;RECYCLING - SINGLE STREAM;11280;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU21;819174
2019-03-15;RECYCLING - SINGLE STREAM;5580;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU21;819176
2019-03-15;RECYCLING - SINGLE STREAM;11520;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU23;819181
2019-03-15;RECYCLING - SINGLE STREAM;11840;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU20;819169
2019-03-15;RECYCLING - SINGLE STREAM;13100;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU21;819177
2019-03-15;RECYCLING - SINGLE STREAM;14740;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS41;819197
2019-03-15;RECYCLING - SINGLE STREAM;4160;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU22;819180
2019-03-15;GARBAGE COLLECTIONS;13280;TDS LANDFILL;GARBAGE COLLECTION;PAF80;819118
2019-03-15;GARBAGE COLLECTIONS;18900;TDS LANDFILL;GARBAGE COLLECTION;PF10;819236
2019-03-15;GARBAGE COLLECTIONS;11140;TDS LANDFILL;GARBAGE COLLECTION;PF19;819249
2019-03-15;GARBAGE COLLECTIONS;10460;TDS LANDFILL;GARBAGE COLLECTION;PAF87;819134
2019-03-15;GARBAGE COLLECTIONS;18540;TDS LANDFILL;GARBAGE COLLECTION;PF41;819167
2019-03-15;RECYCLING - SINGLE STREAM;2680;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBU21;819178
2019-03-15;RECYCLING - SINGLE STREAM;14337;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFBS40;819191
2019-03-15;GARBAGE COLLECTIONS;11840;TDS LANDFILL;GARBAGE COLLECTION;PF33;819143
2019-03-15;GARBAGE COLLECTIONS;12840;TDS LANDFILL;GARBAGE COLLECTION;PF30;819128
2019-03-15;GARBAGE COLLECTIONS;19740;TDS LANDFILL;GARBAGE COLLECTION;PAF72;819613
2019-03-15;ORGANICS;9300;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF9;818943
2019-03-15;ORGANICS;4620;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF1;818888
2019-03-15;ORGANICS;19980;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF3;818898
2019-03-15;ORGANICS;18300;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF8;818901
2019-03-15;ORGANICS;13520;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF13;818956
2019-03-15;ORGANICS;14000;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF4;818904
2019-03-15;ORGANICS;14200;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF6;818914
2019-03-15;ORGANICS;13600;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF14;818987
2019-03-15;ORGANICS;14920;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF5;818909
2019-03-15;ORGANICS;22360;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF2;818895
2019-03-15;ORGANICS;17540;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF1;818887
2019-03-15;ORGANICS;6840;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF11;818959
2019-03-15;ORGANICS;6080;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF15;818917
2019-03-15;ORGANICS;10340;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF12;818952
2019-03-15;ORGANICS;7820;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF15;818916
2019-03-15;ORGANICS;10960;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF10;818944
2019-03-14;GARBAGE COLLECTIONS;5560;TDS LANDFILL;GARBAGE COLLECTION;PAH81;818699
2019-03-14;RECYCLING - SINGLE STREAM;3700;TDS - MRF;SPECIAL EVENTS;SXSW 2019;818630
2019-03-14;LITTER;5720;TDS LANDFILL;SPECIAL EVENTS;SXSW 2019;818694
2019-03-14;SWEEPING;7140;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;818706
2019-03-14;GARBAGE COLLECTIONS;24800;TDS LANDFILL;GARBAGE COLLECTION;PAH84;818702
2019-03-14;ORGANICS;9640;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-9;818697
2019-03-14;GARBAGE COLLECTIONS;25760;TDS LANDFILL;GARBAGE COLLECTION;PAH83;818701
2019-03-14;SWEEPING;;ONION CREEK;STREET CLEANING-BLVD;SB60;818634
2019-03-14;SWEEPING;;ONION CREEK;SPECIAL EVENTS;SXSW 2019;818631
2019-03-14;BRUSH;4560;HORNSBY BEND;BRUSH;BR09;818692
2019-03-14;SWEEPING;;ONION CREEK;STREET CLEANING-BLVD;SB60;818635
2019-03-14;RECYCLING - SINGLE STREAM;5600;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU12;818685
2019-03-14;RECYCLING - SINGLE STREAM;6940;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU11;818683
2019-03-14;BRUSH;4900;HORNSBY BEND;BRUSH;BR09;818691
2019-03-14;SWEEPING;7900;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;818707
2019-03-14;RECYCLING - SINGLE STREAM;7020;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU14;818690
2019-03-14;RECYCLING - SINGLE STREAM;7540;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU50;818711
2019-03-14;GARBAGE COLLECTIONS;28600;TDS LANDFILL;GARBAGE COLLECTION;PAH61;818712
2019-03-14;RECYCLING - SINGLE STREAM;11400;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU12;818684
2019-03-14;BRUSH;3700;HORNSBY BEND;BRUSH;BR09;818693
2019-03-14;SWEEPING;;ONION CREEK;STREET CLEANING-SPECIAL PROJECTS;SCSP00;818703
2019-03-14;BRUSH;5060;HORNSBY BEND;BRUSH;BR09;818688
2019-03-14;YARD TRIMMING;14380;HORNSBY BEND;YARD TRIMMINGS;YH04;818679
2019-03-14;GARBAGE COLLECTIONS;8140;TDS LANDFILL;GARBAGE COLLECTION;PAH60;818708
2019-03-14;RECYCLING - SINGLE STREAM;11560;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU14;818689
2019-03-14;SWEEPING;;ONION CREEK;STREET CLEANING-BLVD;SB60;818633
2019-03-14;GARBAGE COLLECTIONS;20480;TDS LANDFILL;GARBAGE COLLECTION;PAH62;818714
2019-03-14;GARBAGE COLLECTIONS;15200;TDS LANDFILL;GARBAGE COLLECTION;PAH88;818709
2019-03-14;RECYCLING - SINGLE STREAM;11280;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU50;818710
2019-03-14;GARBAGE COLLECTIONS;21440;TDS LANDFILL;GARBAGE COLLECTION;PAH01;818713
2019-03-14;RECYCLING - SINGLE STREAM;10600;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU10;818680
2019-03-14;GARBAGE COLLECTIONS;20680;TDS LANDFILL;GARBAGE COLLECTION;PAH80;818698
2019-03-14;YARD TRIMMING;2900;HORNSBY BEND;YARD TRIMMINGS;YBH00;818676
2019-03-14;LITTER;6260;TDS LANDFILL;SPECIAL EVENTS;SXSW 2019;818592
2019-03-14;YARD TRIMMING;16520;HORNSBY BEND;YARD TRIMMINGS;YH03;818675
2019-03-14;RECYCLING - SINGLE STREAM;10820;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU11;818682
2019-03-14;RECYCLING - SINGLE STREAM;11154;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU13;818686
2019-03-14;GARBAGE COLLECTIONS;6980;TDS LANDFILL;GARBAGE COLLECTION;PAH87;818704
2019-03-14;GARBAGE COLLECTIONS;22000;TDS LANDFILL;GARBAGE COLLECTION;PAH82;818700
2019-03-14;RECYCLING - SINGLE STREAM;7214;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU13;818687
2019-03-14;ORGANICS;11360;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-8;818696
2019-03-14;RECYCLING - SINGLE STREAM;9020;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU10;818681
2019-03-14;GARBAGE COLLECTIONS;20840;TDS LANDFILL;GARBAGE COLLECTION;PAH04;818728
2019-03-14;GARBAGE COLLECTIONS;6500;TDS LANDFILL;GARBAGE COLLECTION;PAH59;818742
2019-03-14;GARBAGE COLLECTIONS;10120;TDS LANDFILL;GARBAGE COLLECTION;PAH54;818741
2019-03-14;RECYCLING - SINGLE STREAM;9433;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU53;818729
2019-03-14;GARBAGE COLLECTIONS;15260;TDS LANDFILL;GARBAGE COLLECTION;PAH10;818736
2019-03-14;GARBAGE COLLECTIONS;26940;TDS LANDFILL;GARBAGE COLLECTION;PAH52;818739
2019-03-14;RECYCLING - SINGLE STREAM;6133;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU53;818730
2019-03-14;GARBAGE COLLECTIONS;22500;TDS LANDFILL;GARBAGE COLLECTION;PAH02;818717
2019-03-14;GARBAGE COLLECTIONS;23560;TDS LANDFILL;GARBAGE COLLECTION;PAH03;818723
2019-03-14;SWEEPING;;ONION CREEK;STREET CLEANING-SXSW;SXSW 2019-SC;818632
2019-03-14;RECYCLING - SINGLE STREAM;3580;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU51;818716
2019-03-14;GARBAGE COLLECTIONS;9960;TDS LANDFILL;GARBAGE COLLECTION;PAH69;818727
2019-03-14;ORGANICS;15040;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-4;818790
2019-03-14;RECYCLING - SINGLE STREAM;11660;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU51;818715
2019-03-14;ORGANICS;13920;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-6;818796
2019-03-14;ORGANICS;7960;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-5;818794
2019-03-14;ORGANICS;12580;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-4;818791
2019-03-14;ORGANICS;20440;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-3;818788
2019-03-14;ORGANICS;16780;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-2;818787
2019-03-14;GARBAGE COLLECTIONS;15340;TDS LANDFILL;GARBAGE COLLECTION;PAH06;818732
2019-03-14;RECYCLING - SINGLE STREAM;12720;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU53;818724
2019-03-14;ORGANICS;12560;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-2;818786
2019-03-14;ORGANICS;17260;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBH00;818792
2019-03-14;GARBAGE COLLECTIONS;26480;TDS LANDFILL;GARBAGE COLLECTION;PAH65;818725
2019-03-14;ORGANICS;19720;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-3;818789
2019-03-14;ORGANICS;19240;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-5;818793
2019-03-14;GARBAGE COLLECTIONS;26500;TDS LANDFILL;GARBAGE COLLECTION;PAH50;818737
2019-03-14;GARBAGE COLLECTIONS;24100;TDS LANDFILL;GARBAGE COLLECTION;PAH63;818719
2019-03-14;ORGANICS;9580;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-6;818795
2019-03-14;RECYCLING - SINGLE STREAM;8540;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU52;818721
2019-03-14;RECYCLING - SINGLE STREAM;8100;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU52;818720
2019-03-14;GARBAGE COLLECTIONS;31040;TDS LANDFILL;GARBAGE COLLECTION;PAH53;818740
2019-03-14;GARBAGE COLLECTIONS;4120;TDS LANDFILL;GARBAGE COLLECTION;PAH09;818734
2019-03-14;RECYCLING - SINGLE STREAM;7440;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU53;818726
2019-03-14;GARBAGE COLLECTIONS;23760;TDS LANDFILL;GARBAGE COLLECTION;PAH05;818731
2019-03-14;GARBAGE COLLECTIONS;27140;TDS LANDFILL;GARBAGE COLLECTION;PAH64;818722
2019-03-14;GARBAGE COLLECTIONS;26740;TDS LANDFILL;GARBAGE COLLECTION;PAH51;818738
2019-03-14;ORGANICS;8540;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-13;818816
2019-03-14;ORGANICS;17200;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-11;818814
2019-03-14;YARD TRIMMING;4840;HORNSBY BEND;YARD TRIMMINGS;YH05;818678
2019-03-14;YARD TRIMMING;11760;HORNSBY BEND;YARD TRIMMINGS;YH01;818820
2019-03-14;ORGANICS;6860;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-13;818817
2019-03-14;ORGANICS;14460;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-12;818815
2019-03-14;YARD TRIMMING;10040;HORNSBY BEND;YARD TRIMMINGS;YH02;818821
2019-03-14;GARBAGE COLLECTIONS;7660;TDS LANDFILL;GARBAGE COLLECTION;PH30;819011
2019-03-14;YARD TRIMMING;13000;HORNSBY BEND;YARD TRIMMINGS;YH06;818844
2019-03-14;RECYCLING - SINGLE STREAM;4600;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DH3;818893
2019-03-14;GARBAGE COLLECTIONS;18260;TDS LANDFILL;GARBAGE COLLECTION;PH30;819012
2019-03-14;GARBAGE COLLECTIONS;24600;TDS LANDFILL;GARBAGE COLLECTION;PAH74;818982
2019-03-14;GARBAGE COLLECTIONS;25040;TDS LANDFILL;GARBAGE COLLECTION;PH31;819013
2019-03-14;GARBAGE COLLECTIONS;20440;TDS LANDFILL;GARBAGE COLLECTION;PH20;818940
2019-03-14;GARBAGE COLLECTIONS;25260;TDS LANDFILL;GARBAGE COLLECTION;PAH72;818977
2019-03-14;RECYCLING - SINGLE STREAM;11180;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS34;818847
2019-03-14;RECYCLING - SINGLE STREAM;11182;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS34;818845
2019-03-14;YARD TRIMMING;15980;HORNSBY BEND;YARD TRIMMINGS;YH07;818849
2019-03-14;RECYCLING - SINGLE STREAM;3880;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DH2;818891
2019-03-14;YARD TRIMMING;8500;HORNSBY BEND;YARD TRIMMINGS;YH11;818858
2019-03-14;GARBAGE COLLECTIONS;7300;TDS LANDFILL;GARBAGE COLLECTION;PAH73;818981
2019-03-14;GARBAGE COLLECTIONS;7360;TDS LANDFILL;GARBAGE COLLECTION;PAH79;818989
2019-03-14;GARBAGE COLLECTIONS;26360;TDS LANDFILL;GARBAGE COLLECTION;PH32;819014
2019-03-14;GARBAGE COLLECTIONS;21180;TDS LANDFILL;GARBAGE COLLECTION;PAH70;818968
2019-03-14;GARBAGE COLLECTIONS;17760;TDS LANDFILL;GARBAGE COLLECTION;PAH71;818972
2019-03-14;RECYCLING - SINGLE STREAM;2960;BALCONES RECYCLING;INHOUSE - RECYCLING;IRH1;818908
2019-03-14;YARD TRIMMING;8200;HORNSBY BEND;YARD TRIMMINGS;YH10;818854
2019-03-14;YARD TRIMMING;11600;HORNSBY BEND;YARD TRIMMINGS;YH06;818846
2019-03-14;GARBAGE COLLECTIONS;1460;TDS LANDFILL;GARBAGE COLLECTION;PAH60;819055
2019-03-14;GARBAGE COLLECTIONS;24100;TDS LANDFILL;GARBAGE COLLECTION;PAH73;818979
2019-03-14;ORGANICS;11160;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-7;818695
2019-03-14;RECYCLING - SINGLE STREAM;7440;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS35;818850
2019-03-14;GARBAGE COLLECTIONS;19240;TDS LANDFILL;GARBAGE COLLECTION;PAH75;818985
2019-03-14;GARBAGE COLLECTIONS;24540;TDS LANDFILL;GARBAGE COLLECTION;PH23;818957
2019-03-14;YARD TRIMMING;17360;HORNSBY BEND;YARD TRIMMINGS;YH10;818852
2019-03-14;RECYCLING - SINGLE STREAM;13640;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS33;818842
2019-03-14;GARBAGE COLLECTIONS;20820;TDS LANDFILL;GARBAGE COLLECTION;PH21;818942
2019-03-14;RECYCLING - SINGLE STREAM;6020;BALCONES RECYCLING;RECYCLING DEAD END;DH5;818902
2019-03-14;YARD TRIMMING;17920;HORNSBY BEND;YARD TRIMMINGS;YH07;818848
2019-03-14;RECYCLING - SINGLE STREAM;10830;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS35;818860
2019-03-14;YARD TRIMMING;15600;HORNSBY BEND;YARD TRIMMINGS;YH06;818843
2019-03-14;GARBAGE COLLECTIONS;20860;TDS LANDFILL;GARBAGE COLLECTION;PH10;819209
2019-03-14;RECYCLING - SINGLE STREAM;6560;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS42;819142
2019-03-14;RECYCLING - SINGLE STREAM;15500;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS42;819136
2019-03-14;RECYCLING - SINGLE STREAM;8540;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU20;819146
2019-03-14;GARBAGE COLLECTIONS;21720;TDS LANDFILL;GARBAGE COLLECTION;PH12;819252
2019-03-14;RECYCLING - SINGLE STREAM;6020;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU20;819147
