REPORT_DATE;LOAD_TYPE;LOAD_WEIGHT;DROPOFF_SITE;ROUTE_TYPE;ROUTE_NUMBER;LOAD_ID
2019-03-14;GARBAGE COLLECTIONS;16920;TDS LANDFILL;GARBAGE COLLECTION;PH11;819210
2019-03-14;DEAD ANIMAL;100;TDS LANDFILL;DEAD ANIMAL;DA01;819232
2019-03-14;RECYCLING - SINGLE STREAM;13500;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS43;819163
2019-03-14;RECYCLING - SINGLE STREAM;14120;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS43;819144
2019-03-14;RECYCLING - SINGLE STREAM;13480;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU22;819152
2019-03-14;GARBAGE COLLECTIONS;18960;TDS LANDFILL;GARBAGE COLLECTION;PH41;819158
2019-03-14;RECYCLING - SINGLE STREAM;10120;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU21;819148
2019-03-14;RECYCLING - SINGLE STREAM;16157;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBS40;819132
2019-03-14;GARBAGE COLLECTIONS;23940;TDS LANDFILL;GARBAGE COLLECTION;PH42;819161
2019-03-14;RECYCLING - SINGLE STREAM;3260;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU23;819155
2019-03-14;RECYCLING - SINGLE STREAM;15180;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU23;819154
2019-03-14;GARBAGE COLLECTIONS;23160;TDS LANDFILL;GARBAGE COLLECTION;PH40;819151
2019-03-14;GARBAGE COLLECTIONS;18720;TDS LANDFILL;GARBAGE COLLECTION;PH42;819162
2019-03-14;DEAD ANIMAL;60;TDS LANDFILL;DEAD ANIMAL;DA02;819233
2019-03-14;RECYCLING - SINGLE STREAM;6920;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU22;819153
2019-03-14;GARBAGE COLLECTIONS;25700;TDS LANDFILL;GARBAGE COLLECTION;PAH54;819077
2019-03-14;RECYCLING - SINGLE STREAM;8860;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU24;819159
2019-03-14;GARBAGE COLLECTIONS;12400;TDS LANDFILL;GARBAGE COLLECTION;PH19;819211
2019-03-14;RECYCLING - SINGLE STREAM;12040;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU21;819150
2019-03-14;RECYCLING - SINGLE STREAM;12780;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RHBU24;819157
2019-03-14;RECYCLING - SINGLE STREAM;2580;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DH2;819386
2019-03-14;GARBAGE COLLECTIONS;3880;TDS LANDFILL;GARBAGE COLLECTION;PAH54;821004
2019-03-14;ORGANICS;6920;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH1;818784
2019-03-14;ORGANICS;17800;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH1;818785
2019-03-14;ORGANICS;14260;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-10;818813
2019-03-13;GARBAGE COLLECTIONS;18060;TDS LANDFILL;GARBAGE COLLECTION;PAW60;818530
2019-03-13;SWEEPING;;ONION CREEK;STREET CLEANING-DOWNTOWN;SDT01;818501
2019-03-13;BRUSH;9240;HORNSBY BEND;BRUSH;BR09;818518
2019-03-13;SWEEPING;;ONION CREEK;STREET CLEANING-DOWNTOWN;SDT01;818504
2019-03-13;BRUSH;4960;HORNSBY BEND;BRUSH;BR09;818521
2019-03-13;SWEEPING;;ONION CREEK;SPECIAL EVENTS;SXSW 2019;818505
2019-03-13;BRUSH;4200;HORNSBY BEND;BRUSH;BR09;818520
2019-03-13;GARBAGE COLLECTIONS;28200;TDS LANDFILL;GARBAGE COLLECTION;PAW64;818534
2019-03-13;GARBAGE COLLECTIONS;27980;TDS LANDFILL;GARBAGE COLLECTION;PAW62;818532
2019-03-13;GARBAGE COLLECTIONS;26480;TDS LANDFILL;GARBAGE COLLECTION;PAW61;818531
2019-03-13;BRUSH;9840;HORNSBY BEND;BRUSH;BR09;818516
2019-03-13;BRUSH;5260;HORNSBY BEND;BRUSH;BR09;818519
2019-03-13;BRUSH;6380;HORNSBY BEND;BRUSH;BR09;818517
2019-03-13;BRUSH;5300;HORNSBY BEND;BRUSH;BR09;818515
2019-03-13;SWEEPING;;ONION CREEK;STREET CLEANING-SPECIAL PROJECTS;SCSP00;818547
2019-03-13;GARBAGE COLLECTIONS;5960;TDS LANDFILL;GARBAGE COLLECTION;PAW69;818537
2019-03-13;GARBAGE COLLECTIONS;28180;TDS LANDFILL;GARBAGE COLLECTION;PAW65;818536
2019-03-13;GARBAGE COLLECTIONS;27080;TDS LANDFILL;GARBAGE COLLECTION;PAT63;818533
2019-03-13;YARD TRIMMING;5140;HORNSBY BEND;YARD TRIMMINGS;YBW00;818506
2019-03-13;SWEEPING;;ONION CREEK;SPECIAL EVENTS;SXSW 2019;818503
2019-03-13;GARBAGE COLLECTIONS;28500;TDS LANDFILL;GARBAGE COLLECTION;PAW53;818626
2019-03-13;GARBAGE COLLECTIONS;29960;TDS LANDFILL;GARBAGE COLLECTION;PAW80;818557
2019-03-13;YARD TRIMMING;13360;HORNSBY BEND;YARD TRIMMINGS;YW05;818672
2019-03-13;SWEEPING;8020;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;818560
2019-03-13;RECYCLING - SINGLE STREAM;12840;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU52;818659
2019-03-13;RECYCLING - SINGLE STREAM;13100;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU12;818566
2019-03-13;RECYCLING - SINGLE STREAM;10340;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU10;818563
2019-03-13;RECYCLING - SINGLE STREAM;13760;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS35;818650
2019-03-13;YARD TRIMMING;20160;HORNSBY BEND;YARD TRIMMINGS;YW01;818662
2019-03-13;YARD TRIMMING;22340;HORNSBY BEND;YARD TRIMMINGS;YW04;818670
2019-03-13;GARBAGE COLLECTIONS;28180;TDS LANDFILL;GARBAGE COLLECTION;PAW50;818616
2019-03-13;GARBAGE COLLECTIONS;29060;TDS LANDFILL;GARBAGE COLLECTION;PAW51;818618
2019-03-13;RECYCLING - SINGLE STREAM;9780;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU11;818565
2019-03-13;GARBAGE COLLECTIONS;6160;TDS LANDFILL;GARBAGE COLLECTION;PAW59;818629
2019-03-13;GARBAGE COLLECTIONS;11240;TDS LANDFILL;GARBAGE COLLECTION;PAW01;818611
2019-03-13;RECYCLING - SINGLE STREAM;14340;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU53;818660
2019-03-13;GARBAGE COLLECTIONS;24220;TDS LANDFILL;GARBAGE COLLECTION;PAW55;818628
2019-03-13;RECYCLING - SINGLE STREAM;16160;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU53;818665
2019-03-13;RECYCLING - SINGLE STREAM;13530;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS34;818646
2019-03-13;YARD TRIMMING;10420;HORNSBY BEND;YARD TRIMMINGS;YW01;818664
2019-03-13;ORGANICS;13240;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OH-8;818636
2019-03-13;RECYCLING - SINGLE STREAM;9000;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU50;818655
2019-03-13;YARD TRIMMING;18780;HORNSBY BEND;YARD TRIMMINGS;YW03;818669
2019-03-13;GARBAGE COLLECTIONS;15980;TDS LANDFILL;GARBAGE COLLECTION;PAW02;818612
2019-03-13;RECYCLING - SINGLE STREAM;8600;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU13;818571
2019-03-13;RECYCLING - SINGLE STREAM;5340;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU13;818572
2019-03-13;GARBAGE COLLECTIONS;19760;TDS LANDFILL;GARBAGE COLLECTION;PAW83;818575
2019-03-13;GARBAGE COLLECTIONS;26580;TDS LANDFILL;GARBAGE COLLECTION;PAW82;818562
2019-03-13;RECYCLING - SINGLE STREAM;12980;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU51;818656
2019-03-13;GARBAGE COLLECTIONS;12820;TDS LANDFILL;GARBAGE COLLECTION;PAW03;818614
2019-03-13;RECYCLING - SINGLE STREAM;3020;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU53;818663
2019-03-13;RECYCLING - SINGLE STREAM;10440;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU51;818657
2019-03-13;RECYCLING - SINGLE STREAM;5140;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU14;818574
2019-03-13;GARBAGE COLLECTIONS;24580;TDS LANDFILL;GARBAGE COLLECTION;PAW02;818613
2019-03-13;GARBAGE COLLECTIONS;23160;TDS LANDFILL;GARBAGE COLLECTION;PAW03;818615
2019-03-13;GARBAGE COLLECTIONS;4460;TDS LANDFILL;GARBAGE COLLECTION;PAW09;818625
2019-03-13;RECYCLING - SINGLE STREAM;9120;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU10;818677
2019-03-13;YARD TRIMMING;14120;HORNSBY BEND;YARD TRIMMINGS;YW02;818674
2019-03-13;RECYCLING - SINGLE STREAM;9480;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU12;818567
2019-03-13;GARBAGE COLLECTIONS;26500;TDS LANDFILL;GARBAGE COLLECTION;PAW85;818578
2019-03-13;RECYCLING - SINGLE STREAM;6034;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU13;818570
2019-03-13;GARBAGE COLLECTIONS;25660;TDS LANDFILL;GARBAGE COLLECTION;PAW84;818577
2019-03-13;GARBAGE COLLECTIONS;16960;TDS LANDFILL;GARBAGE COLLECTION;PAW01;818610
2019-03-13;YARD TRIMMING;22400;HORNSBY BEND;YARD TRIMMINGS;YW04;818671
2019-03-13;RECYCLING - SINGLE STREAM;12720;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU14;818573
2019-03-13;GARBAGE COLLECTIONS;15000;TDS LANDFILL;GARBAGE COLLECTION;PAW04;818620
2019-03-13;RECYCLING - SINGLE STREAM;7800;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU53;818661
2019-03-13;GARBAGE COLLECTIONS;17040;TDS LANDFILL;GARBAGE COLLECTION;PAW06;818623
2019-03-13;YARD TRIMMING;15600;HORNSBY BEND;YARD TRIMMINGS;YW02;818667
2019-03-13;RECYCLING - SINGLE STREAM;14420;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS33;818639
2019-03-13;SWEEPING;;ONION CREEK;SPECIAL EVENTS;SXSW 2019;818617
2019-03-13;SWEEPING;;ONION CREEK;STREET CLEANING-SPECIAL PROJECTS;SCSP00;818559
2019-03-13;GARBAGE COLLECTIONS;24820;TDS LANDFILL;GARBAGE COLLECTION;PAW05;818621
2019-03-13;RECYCLING - SINGLE STREAM;13202;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS34;818643
2019-03-13;GARBAGE COLLECTIONS;26880;TDS LANDFILL;GARBAGE COLLECTION;PAW54;818627
2019-03-13;GARBAGE COLLECTIONS;25540;TDS LANDFILL;GARBAGE COLLECTION;PAW81;818558
2019-03-13;RECYCLING - SINGLE STREAM;12540;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU50;818654
2019-03-13;RECYCLING - SINGLE STREAM;13120;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS33;818637
2019-03-13;GARBAGE COLLECTIONS;19560;TDS LANDFILL;GARBAGE COLLECTION;PAW04;818619
2019-03-13;GARBAGE COLLECTIONS;11080;TDS LANDFILL;GARBAGE COLLECTION;PAW06;818624
2019-03-13;RECYCLING - SINGLE STREAM;10240;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU11;818564
2019-03-13;YARD TRIMMING;17240;HORNSBY BEND;YARD TRIMMINGS;YW02;818666
2019-03-13;YARD TRIMMING;18880;HORNSBY BEND;YARD TRIMMINGS;YW05;818673
2019-03-13;YARD TRIMMING;19200;HORNSBY BEND;YARD TRIMMINGS;YW03;818668
2019-03-13;GARBAGE COLLECTIONS;25300;TDS LANDFILL;GARBAGE COLLECTION;PAW52;818622
2019-03-13;RECYCLING - SINGLE STREAM;13180;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU52;818658
2019-03-13;RECYCLING - SINGLE STREAM;12354;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU13;818569
2019-03-13;SWEEPING;3400;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;818561
2019-03-13;GARBAGE COLLECTIONS;4220;TDS LANDFILL;GARBAGE COLLECTION;PAW87;818580
2019-03-13;YARD TRIMMING;4840;HORNSBY BEND;YARD TRIMMINGS;YW11;818782
2019-03-13;YARD TRIMMING;19220;HORNSBY BEND;YARD TRIMMINGS;YW07;818778
2019-03-13;YARD TRIMMING;14680;HORNSBY BEND;YARD TRIMMINGS;YW10;818783
2019-03-13;YARD TRIMMING;19200;HORNSBY BEND;YARD TRIMMINGS;YW11;818781
2019-03-13;YARD TRIMMING;17120;HORNSBY BEND;YARD TRIMMINGS;YW07;818777
2019-03-13;YARD TRIMMING;20300;HORNSBY BEND;YARD TRIMMINGS;YW06;818773
2019-03-13;YARD TRIMMING;7180;HORNSBY BEND;YARD TRIMMINGS;YW06;818775
2019-03-13;ORGANICS;16140;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBW00;818765
2019-03-13;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-SXSW;SXSW 2019-SC;818502
2019-03-13;GARBAGE COLLECTIONS;25960;TDS LANDFILL;GARBAGE COLLECTION;PW32;819010
2019-03-13;GARBAGE COLLECTIONS;29940;TDS LANDFILL;GARBAGE COLLECTION;PAW71;818949
2019-03-13;GARBAGE COLLECTIONS;5740;TDS LANDFILL;GARBAGE COLLECTION;PAW79;818963
2019-03-13;RECYCLING - SINGLE STREAM;2640;BALCONES RECYCLING;INHOUSE - RECYCLING;IRW1;818886
2019-03-13;GARBAGE COLLECTIONS;25840;TDS LANDFILL;GARBAGE COLLECTION;PAW72;818951
2019-03-13;RECYCLING - SINGLE STREAM;11760;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU21;818991
2019-03-13;GARBAGE COLLECTIONS;20080;TDS LANDFILL;GARBAGE COLLECTION;PAW74;818960
2019-03-13;GARBAGE COLLECTIONS;14520;TDS LANDFILL;GARBAGE COLLECTION;PAW73;818954
2019-03-13;GARBAGE COLLECTIONS;20720;TDS LANDFILL;GARBAGE COLLECTION;PW20;818884
2019-03-13;GARBAGE COLLECTIONS;8780;TDS LANDFILL;GARBAGE COLLECTION;PW23;818913
2019-03-13;GARBAGE COLLECTIONS;17640;TDS LANDFILL;GARBAGE COLLECTION;PAW74;818962
2019-03-13;RECYCLING - SINGLE STREAM;8840;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU25;819006
2019-03-13;RECYCLING - SINGLE STREAM;13520;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU23;818998
2019-03-13;RECYCLING - SINGLE STREAM;13060;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU25;819004
2019-03-13;RECYCLING - SINGLE STREAM;14313;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU22;818995
2019-03-13;RECYCLING - SINGLE STREAM;15480;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU24;819002
2019-03-13;GARBAGE COLLECTIONS;21180;TDS LANDFILL;GARBAGE COLLECTION;PAW72;818950
2019-03-13;RECYCLING - SINGLE STREAM;10000;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU23;819000
2019-03-13;RECYCLING - SINGLE STREAM;5580;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DW3;818880
2019-03-13;GARBAGE COLLECTIONS;24340;TDS LANDFILL;GARBAGE COLLECTION;PW32;819009
2019-03-13;GARBAGE COLLECTIONS;25360;TDS LANDFILL;GARBAGE COLLECTION;PAW73;818953
2019-03-13;GARBAGE COLLECTIONS;23460;TDS LANDFILL;GARBAGE COLLECTION;PW30;819007
2019-03-13;RECYCLING - SINGLE STREAM;7480;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU25;819005
2019-03-13;GARBAGE COLLECTIONS;6420;TDS LANDFILL;GARBAGE COLLECTION;PW24;818920
2019-03-13;RECYCLING - SINGLE STREAM;9013;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU22;818996
2019-03-13;RECYCLING - SINGLE STREAM;14120;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU21;818990
2019-03-13;RECYCLING - SINGLE STREAM;4040;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU24;819003
2019-03-13;RECYCLING - SINGLE STREAM;2620;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DW2;818876
2019-03-13;RECYCLING - SINGLE STREAM;6860;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU20;818986
2019-03-13;GARBAGE COLLECTIONS;21980;TDS LANDFILL;GARBAGE COLLECTION;PW31;819008
2019-03-13;GARBAGE COLLECTIONS;26080;TDS LANDFILL;GARBAGE COLLECTION;PW22;818900
2019-03-13;GARBAGE COLLECTIONS;20060;TDS LANDFILL;GARBAGE COLLECTION;PAW70;818947
2019-03-13;RECYCLING - SINGLE STREAM;2100;BALCONES RECYCLING;RECYCLING DEAD END;DW5;818882
2019-03-13;RECYCLING - SINGLE STREAM;13600;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU20;818984
2019-03-13;GARBAGE COLLECTIONS;21880;TDS LANDFILL;GARBAGE COLLECTION;PW21;818892
2019-03-13;GARBAGE COLLECTIONS;28440;TDS LANDFILL;GARBAGE COLLECTION;PW41;819137
2019-03-13;GARBAGE COLLECTIONS;17740;TDS LANDFILL;GARBAGE COLLECTION;PW19;819208
2019-03-13;GARBAGE COLLECTIONS;20140;TDS LANDFILL;GARBAGE COLLECTION;PW41;819141
2019-03-13;RECYCLING - SINGLE STREAM;18300;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS41;819078
2019-03-13;GARBAGE COLLECTIONS;25320;TDS LANDFILL;GARBAGE COLLECTION;PW12;819207
2019-03-13;RECYCLING - SINGLE STREAM;14700;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS43;819082
2019-03-13;RECYCLING - SINGLE STREAM;9320;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS40;819074
2019-03-13;GARBAGE COLLECTIONS;27120;TDS LANDFILL;GARBAGE COLLECTION;PW11;819204
2019-03-13;RECYCLING - SINGLE STREAM;8140;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS43;819093
2019-03-13;GARBAGE COLLECTIONS;20620;TDS LANDFILL;GARBAGE COLLECTION;PW40;819130
2019-03-13;GARBAGE COLLECTIONS;26660;TDS LANDFILL;GARBAGE COLLECTION;PW10;819201
2019-03-13;RECYCLING - SINGLE STREAM;15037;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS40;819071
2019-03-13;GARBAGE COLLECTIONS;20340;TDS LANDFILL;GARBAGE COLLECTION;PAW70;819617
2019-03-13;DEAD ANIMAL;180;TDS LANDFILL;DEAD ANIMAL;DA01;818529
2019-03-13;ORGANICS;16960;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW3;818761
2019-03-13;ORGANICS;5860;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW4;818763
2019-03-13;ORGANICS;17800;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW1;818757
2019-03-13;ORGANICS;22260;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW13;818651
2019-03-13;ORGANICS;21320;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW6;818772
2019-03-13;ORGANICS;9240;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW11;818644
2019-03-13;ORGANICS;12340;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW1;818756
2019-03-13;ORGANICS;11240;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW6;818771
2019-03-13;ORGANICS;13160;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW9;818638
2019-03-13;ORGANICS;12800;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW10;818642
2019-03-13;ORGANICS;21020;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW7;818548
2019-03-13;ORGANICS;12640;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW5;818767
2019-03-13;ORGANICS;19800;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW2;818759
2019-03-13;ORGANICS;16980;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW4;818762
2019-03-13;ORGANICS;9680;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW3;818760
2019-03-13;ORGANICS;12300;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW2;818758
2019-03-13;ORGANICS;17380;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW5;818770
2019-03-13;ORGANICS;20280;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW12;818648
2019-03-12;BRUSH;10980;HORNSBY BEND;BRUSH;BR09;818455
2019-03-12;YARD TRIMMING;14940;HORNSBY BEND;YARD TRIMMINGS;YT01;818430
2019-03-12;ORGANICS;6080;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT99;818464
2019-03-12;BRUSH;6300;HORNSBY BEND;BRUSH;BR09;818459
2019-03-12;BRUSH;4460;HORNSBY BEND;BRUSH;BR09;818463
2019-03-12;BRUSH;12600;HORNSBY BEND;BRUSH;BR09;818466
2019-03-12;YARD TRIMMING;19040;HORNSBY BEND;YARD TRIMMINGS;YT03;818467
2019-03-12;ORGANICS;10080;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;818465
2019-03-12;BRUSH;7900;HORNSBY BEND;BRUSH;BR09;818458
2019-03-12;BRUSH;6820;HORNSBY BEND;BRUSH;BR09;818461
2019-03-12;YARD TRIMMING;14680;HORNSBY BEND;YARD TRIMMINGS;YT02;818468
2019-03-12;BRUSH;4600;HORNSBY BEND;BRUSH;BR09;818460
2019-03-12;BRUSH;3980;HORNSBY BEND;BRUSH;BR09;818462
2019-03-12;GARBAGE COLLECTIONS;21100;TDS LANDFILL;GARBAGE COLLECTION;PAT84;818554
2019-03-12;GARBAGE COLLECTIONS;26360;TDS LANDFILL;GARBAGE COLLECTION;PAT82;818551
2019-03-12;GARBAGE COLLECTIONS;7320;TDS LANDFILL;GARBAGE COLLECTION;PAT83;818552
2019-03-12;RECYCLING - SINGLE STREAM;10060;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU12;818511
2019-03-12;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S6-11;818475
2019-03-12;GARBAGE COLLECTIONS;18100;TDS LANDFILL;GARBAGE COLLECTION;PAT51;818482
2019-03-12;SWEEPING;7800;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;818478
2019-03-12;RECYCLING - SINGLE STREAM;6500;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU10;818508
2019-03-12;GARBAGE COLLECTIONS;16140;TDS LANDFILL;GARBAGE COLLECTION;PAT60;818522
2019-03-12;RECYCLING - SINGLE STREAM;12300;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU10;818507
2019-03-12;GARBAGE COLLECTIONS;21940;TDS LANDFILL;GARBAGE COLLECTION;PAT53;818484
2019-03-12;RECYCLING - SINGLE STREAM;12400;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS33;818498
2019-03-12;RECYCLING - SINGLE STREAM;3700;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU11;818510
2019-03-12;GARBAGE COLLECTIONS;20940;TDS LANDFILL;GARBAGE COLLECTION;PAT54;818485
2019-03-12;GARBAGE COLLECTIONS;18340;TDS LANDFILL;GARBAGE COLLECTION;PAT88;818556
2019-03-12;RECYCLING - SINGLE STREAM;12340;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU12;818513
2019-03-12;RECYCLING - SINGLE STREAM;13880;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU13;818514
2019-03-12;GARBAGE COLLECTIONS;7740;TDS LANDFILL;GARBAGE COLLECTION;PAT83;818553
2019-03-12;GARBAGE COLLECTIONS;25640;TDS LANDFILL;GARBAGE COLLECTION;PAT56;818486
2019-03-12;SWEEPING;7620;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;818477
2019-03-12;GARBAGE COLLECTIONS;21060;TDS LANDFILL;GARBAGE COLLECTION;PAT64;818526
2019-03-12;RECYCLING - SINGLE STREAM;4360;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU12;818512
2019-03-12;RECYCLING - SINGLE STREAM;13000;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS34;818499
2019-03-12;GARBAGE COLLECTIONS;23580;TDS LANDFILL;GARBAGE COLLECTION;PAT81;818550
2019-03-12;GARBAGE COLLECTIONS;6560;TDS LANDFILL;GARBAGE COLLECTION;PAT87;818555
2019-03-12;GARBAGE COLLECTIONS;20060;TDS LANDFILL;GARBAGE COLLECTION;PAT61;818523
2019-03-12;DEAD ANIMAL;240;TDS LANDFILL;DEAD ANIMAL;DA02;818535
2019-03-12;GARBAGE COLLECTIONS;16480;TDS LANDFILL;GARBAGE COLLECTION;PAT52;818483
2019-03-12;RECYCLING - SINGLE STREAM;13140;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU11;818509
2019-03-12;GARBAGE COLLECTIONS;18680;TDS LANDFILL;GARBAGE COLLECTION;PAT63;818525
2019-03-12;GARBAGE COLLECTIONS;5620;TDS LANDFILL;GARBAGE COLLECTION;PAT59;818487
2019-03-12;SWEEPING;;ONION CREEK;STREET CLEANING-SPECIAL PROJECTS;SCSP00;818474
2019-03-12;GARBAGE COLLECTIONS;10200;TDS LANDFILL;GARBAGE COLLECTION;PAT69;818528
2019-03-12;GARBAGE COLLECTIONS;15640;TDS LANDFILL;GARBAGE COLLECTION;PAT66;818527
2019-03-12;GARBAGE COLLECTIONS;23180;TDS LANDFILL;GARBAGE COLLECTION;PAT80;818549
2019-03-12;RECYCLING - SINGLE STREAM;11680;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS33;818497
2019-03-12;GARBAGE COLLECTIONS;15040;TDS LANDFILL;GARBAGE COLLECTION;PAT50;818481
2019-03-12;GARBAGE COLLECTIONS;21480;TDS LANDFILL;GARBAGE COLLECTION;PAT62;818524
2019-03-12;RECYCLING - SINGLE STREAM;12460;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS35;818500
2019-03-12;RECYCLING - SINGLE STREAM;8420;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RTBU51;818647
2019-03-12;RECYCLING - SINGLE STREAM;15200;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RTBU53;818653
2019-03-12;YARD TRIMMING;15180;HORNSBY BEND;YARD TRIMMINGS;YT09;818607
2019-03-12;YARD TRIMMING;17440;HORNSBY BEND;YARD TRIMMINGS;YT10;818608
2019-03-12;GARBAGE COLLECTIONS;10620;TDS LANDFILL;GARBAGE COLLECTION;PT20;818705
